"Name_game","Publisher","Genre","Year_release","Score"
"Guitar Hero: Metallica","Activision","Misc",2009,8.9
"Guitar Hero: Smash Hits","Activision","Misc",2009,7.5
"Guitar Hero: Van Halen","Activision","Misc",2009,6.2
"Gyromancer","Square Enix","Role-Playing",2009,7.7
"Half-Minute Hero","Xseed Games","Role-Playing",2009,8.5
"Halo 3: ODST","Microsoft Game Studios","Shooter",2009,8.7
"Halo Wars","Microsoft Game Studios","Strategy",2009,8.3
"Hammerin' Hero","Atlus","Action",2009,7
"Harry Potter and the Half-Blood Prince","Electronic Arts","Action",2009,4.9
"Harvest Moon: Frantic Farming","Natsume","Puzzle",2009,7
"Harvest Moon: Save the Homeland","Unknown","Strategy",2009,7.8
"Harvest Moon: Sunshine Islands","Natsume","Simulation",2009,9
"Hasbro Family Game Night 2","Electronic Arts","Misc",2009,6.4
"HB Arcade Cards","HB Studios Multimedia","Misc",2009,2.8
"Hearts of Iron III","Paradox Interactive","Strategy",2009,7.9
"Henry Hatsworth in the Puzzling Adventure","Electronic Arts","Puzzle",2009,9.1
"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?","NIS America","Role-Playing",2009,6.9
"Ice Age: Dawn of the Dinosaurs","Activision","Platform",2009,7.2
"IL-2 Sturmovik: Birds of Prey","505 Games","Simulation",2009,8
"Indiana Jones and the Staff of Kings","LucasArts","Action",2009,7.4
"inFAMOUS","Sony Computer Entertainment","Action",2009,8.9
"Infernal: Hell's Vengeance","Playlogic Game Factory","Shooter",2009,4.4
"Jak and Daxter: The Lost Frontier","Sony Computer Entertainment","Platform",2009,7.5
"James Cameron's Avatar: The Game","Ubisoft","Action",2009,6.4
"JU-ON: The Grudge","Xseed Games","Adventure",2009,4
"Just Dance","Ubisoft","Misc",2009,5.4
"Kahoots","Honeyslug","Simulation",2009,8
"Katamari Forever","Namco Bandai","Puzzle",2009,7.3
"Kenka Bancho: Badass Rumble","Atlus","Action",2009,7
"Killing Floor","Tripwire Interactive","Shooter",2009,7.5
"Killzone 2","Sony Computer Entertainment","Shooter",2009,9.2
"King Arthur - The Role-playing Wargame","Paradox Interactive","Strategy",2009,7
"Kingdom Hearts 358/2 Days","Square Enix","Role-Playing",2009,7.5
"Klonoa","Namco Bandai","Platform",2009,7.6
"Knights in the Nightmare","Atlus","Role-Playing",2009,8
"League of Legends","THQ","Strategy",2009,8
"Leave Home","Microsoft","Shooter",2009,8
"Left 4 Dead 2","Electronic Arts","Shooter",2009,9
"Left 4 Dead 2","Valve","Shooter",2009,9
"LEGO Indiana Jones 2: The Adventure Continues","LucasArts","Adventure",2009,7.5
"LEGO Rock Band","Warner Bros. Interactive","Misc",2009,8.4
"Let's Golf","Gameloft","Sports",2009,5
"Let's TAP","Sega","Misc",2009,7
"Light of Altair","Unknown","Simulation",2009,7
"Little King's Story","Xseed Games","Strategy",2009,8.75
"LittleBigPlanet (PSP)","Sony Music Entertainment","Platform",2009,8.7
"LittleBigPlanet: Game of the Year Edition","Sony Computer Entertainment","Platform",2009,9.5
"LocoRoco 2","Sony Computer Entertainment","Platform",2009,8.6
"LocoRoco Midnight Carnival","Sony Computer Entertainment","Platform",2009,7.1
"Lode Runner","Microsoft","Puzzle",2009,7
"LostWinds: Winter of the Melodias","Frontier Developments","Platform",2009,8.6
"Lucidity","LucasArts","Platform",2009,7
"Machinarium","Amanita Design","Adventure",2009,8
"MadBalls in... Babo: Invasion","Microsoft","Shooter",2009,7.5
"Madden NFL 10","EA Sports","Sports",2009,8.6
"Madden NFL Arcade","EA Sports","Sports",2009,6.3
"MadWorld","Sega","Action",2009,8.1
"Magic: The Gathering - Duels of the Planeswalkers","Wizards of the Coast","Misc",2009,8
"Magna Carta 2","Namco Bandai","Role-Playing",2009,6.6
"Major League Baseball 2K9","2K Sports","Sports",2009,6
"Major Minor's Majestic March","Majesco","Misc",2009,4.5
"Mana Khemia 2: Fall of Alchemy","NIS America","Role-Playing",2009,8.2
"Mana Khemia: Student Alliance","Nippon Ichi Software","Role-Playing",2009,3.2
"Marble Saga: Kororinpa","Konami","Puzzle",2009,7.4
"Mario & Luigi: Bowser's Inside Story","Nintendo","Role-Playing",2009,9.1
"Mario & Sonic at the Olympic Winter Games","Sega","Sports",2009,7.6
"Mario Calculator","Nintendo","Misc",2009,6
"Mario Clock","Nintendo","Misc",2009,3.5
"Mario vs. Donkey Kong: Minis March Again!","Nintendo","Puzzle",2009,8.1
"Marvel: Ultimate Alliance 2","Activision","Role-Playing",2009,7.8
"Mass Effect: Pinnacle Station","Electronic Arts","Role-Playing",2009,4.5
"Mega Man Star Force 3: Black Ace / Red Joker","Capcom","Role-Playing",2009,5.7
"Men of War","Aspyr","Strategy",2009,9
"Metroid Prime: Trilogy","Nintendo","Shooter",2009,9.3
"Miami Law","Hudson Entertainment","Adventure",2009,5.5
"Might & Magic: Clash of Heroes","Ubisoft","Role-Playing",2009,8.3
"Mighty Flip Champs!","WayForward","Puzzle",2009,8.3
"Mini Ninjas","Eidos Interactive","Action",2009,7.6
"MLB 09: The Show","Sony Computer Entertainment","Sports",2009,8.9
"Monster Hunter Freedom Unite","Capcom","Role-Playing",2009,8.7
"Monsters vs. Aliens","Activision","Platform",2009,6.5
"Moon","Mastiff","Shooter",2009,6.7
"MotorStorm: Arctic Edge","Sony Computer Entertainment","Racing",2009,7.7
"Muramasa: The Demon Blade","Ignition Entertainment","Role-Playing",2009,8.65
"Mx vs. ATV Reflex","THQ","Racing",2009,7.4
"MX vs. ATV Reflex","THQ","Racing",2009,5.3
"My Zoo","Hudson Soft","Simulation",2009,4
"MySims Agents","Electronic Arts","Adventure",2009,7.5
"Naruto Shippuden: Legends: Akatsuki Rising","Namco Bandai","Fighting",2009,5.8
"NBA 10 The Inside","Sony Computer Entertainment","Sports",2009,6.5
"NBA 2K10","2K Games","Sports",2009,5.5
"NBA 2K10","2K Sports","Sports",2009,8.4
"NBA Live 10","EA Sports","Sports",2009,7.9
"NBA Live 10","Electronic Arts","Sports",2009,5.9
"NCAA Football 10","EA Sports","Sports",2009,8.1
"Need for Speed: Nitro","Electronic Arts","Racing",2009,7.2
"Need for Speed: Shift","Electronic Arts","Racing",2009,8.3
"NERF N-Strike Elite","Electronic Arts","Shooter",2009,7.5
"New Play Control! Mario Power Tennis","Nintendo","Sports",2009,6.6
"New Play Control! Pikmin","Nintendo","Strategy",2009,8.5
"New Super Mario Bros. Wii","Nintendo","Platform",2009,8.9
"NHL 10","EA Sports","Sports",2009,9.1
"NHL 2K10","2K Sports","Sports",2009,8.2
"Night at the Museum: Battle of the Smithsonian","Majesco","Action",2009,5.4
"Ninja Blade","Microsoft","Action",2009,6.7
"Ninja Gaiden Sigma 2","Tecmo Koei","Action",2009,8.5
"Nostalgia","Ignition Entertainment","Role-Playing",2009,7.2
"NyxQuest: Kindred Spirits","Over The Top Games","Platform",2009,8.4
"O-D Beat Drop","Arc System Works","Puzzle",2009,8.5
"Obscure: The Aftermath","Playlogic Game Factory","Adventure",2009,6.5
"Ogre Battle: The March of the Black Queen","Square Enix","Role-Playing",2009,9
"Operation Flashpoint: Dragon Rising","Codemasters","Shooter",2009,7.6
"Orcs Must Die!","Unknown","Strategy",2009,8.5
"Osmos","Hemisphere Games","Misc",2009,7.8
"OutRun Online Arcade","Sega","Racing",2009,8
"Overlord: Dark Legend","Codemasters","Adventure",2009,7
"Patapon 2","Sony Computer Entertainment","Platform",2009,8.2
"Phantasy Star 0","Sega","Role-Playing",2009,7.5
"Phantasy Star Portable","Sega","Role-Playing",2009,8.1
"Phantom Brave: We Meet Again","NIS America","Role-Playing",2009,7.6
"Pinball Pulse: The Ancients Beckon","Nintendo","Misc",2009,7.9
"PixelJunk Monsters Deluxe","Sony Computer Entertainment","Strategy",2009,8.7
"PixelJunk Shooter","Sony Computer Entertainment","Shooter",2009,8.5
"Planet 51","Sega","Action",2009,5.7
"Plants vs. Zombies","PopCap Games","Strategy",2009,9
"Pokemon Mystery Dungeon: Explorers of Sky","Nintendo","Role-Playing",2009,5.7
"Pokemon Platinum Version","Nintendo","Role-Playing",2009,8.6
"Pokemon Rumble","Nintendo","Action",2009,6.5
"Polar Panic","Valcon Games","Puzzle",2009,7.5
"Primrose","Jason Rohrer","Puzzle",2009,7
"Prinny: Can I Really Be the Hero?","NIS America","Platform",2009,7.2
"Pro Evolution Soccer 2010","Konami","Sports",2009,8.1
"Professor Layton and the Diabolical Box","Nintendo","Adventure",2009,8.5
"Puchi Puchi Virus","NIS America","Puzzle",2009,7.4
"Punch-Out!!","Nintendo","Fighting",2009,8.7
"Pure (JP sales)","Disney Interactive Studios","Racing",2009,7
"Puzzlegeddon","Tecmo","Puzzle",2009,6.4
"Qix++","Taito","Puzzle",2009,4.2
"R-Type Dimensions","Tozai Games","Shooter",2009,7.8
"Rabbids Go Home","Ubisoft","Adventure",2009,8
"Rabbids Go Home","Ubisoft","Platform",2009,8.8
"Rag Doll Kung Fu: Fists of Plastic","Sony Computer Entertainment","Fighting",2009,6.2
"Raiden IV","UFO Interactive","Shooter",2009,7
"RailWorks","RailSimulator.com","Simulation",2009,7
"Ratchet & Clank Future: A Crack in Time","Sony Computer Entertainment","Platform",2009,8.85
"Ready 2 Rumble Revolution","Atari","Sports",2009,3.1
"Real Heroes: Firefighter","Conspiracy Entertainment","Action",2009,7.4
"Red Faction: Guerrilla","THQ","Shooter",2009,8.6
"Resident Evil 5","Capcom","Action",2009,8.85
"Resident Evil Archives: Resident Evil","Capcom","Action",2009,7.6
"Resident Evil Archives: Resident Evil Zero","Capcom","Action",2009,5.8
"Resident Evil: The Darkside Chronicles","Capcom","Shooter",2009,7.2
"Resistance: Retribution","Sony Computer Entertainment","Shooter",2009,7.8
"Retro Game Challenge","Xseed Games","Action",2009,8.1
"Revenge of the Wounded Dragons","Sony Online Entertainment","Action",2009,7.5
"Rhythm Heaven","Nintendo","Music",2009,8.5
"Risen","Deep Silver","Role-Playing",2009,7.8
"Rock Band Unplugged","MTV Games","Misc",2009,8
"Rocket Riot","THQ","Action",2009,7
"Rogue Trooper: Quartz Zone Massacre","Graffiti","Shooter",2009,8
"Rogue Warrior","Bethesda Softworks","Shooter",2009,3
"Rune Factory: Frontier","Xseed Games","Role-Playing",2009,7.9
"SAW","Konami","Action",2009,6.2
"Scene It? Bright Lights! Big Screen!","Warner Bros. Interactive","Misc",2009,6.2
"Scribblenauts","Warner Bros. Interactive","Puzzle",2009,8.2
"Section 8","SouthPeak Interactive","Shooter",2009,7.1
"Serious Sam HD: The First Encounter","Devolver Digital","Shooter",2009,6.9
"Sexy Poker","Gameloft","Misc",2009,4.1
"Shadow Complex","Microsoft","Shooter",2009,8.9
"Shatter","Sidhe Interactive","Puzzle",2009,8.6
"Shattered Horizon","Futuremark Games Studio","Shooter",2009,6.8
"Shaun White Snowboarding: World Stage","Ubisoft","Sports",2009,7.2
"ShellShock 2: Blood Trails","Eidos Interactive","Shooter",2009,3.2
"Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon","Atlus","Role-Playing",2009,8
"Shin Megami Tensei: Devil Survivor","Atlus","Role-Playing",2009,8.6
"Shin Megami Tensei: Persona","Atlus","Role-Playing",2009,7.6
"Silent Hill: Shattered Memories","Konami","Adventure",2009,7.4
"SimAnimals Africa","Electronic Arts","Simulation",2009,5.5
"SingStar Queen","Sony Computer Entertainment","Misc",2009,6.8
"Skate 2","Electronic Arts","Sports",2009,8.2
"Sonic and the Black Knight","Sega","Platform",2009,6.65
"Sonic's Ultimate Genesis Collection","Sega","Misc",2009,8.1
"SoulCalibur: Broken Destiny","Namco Bandai","Fighting",2009,8
"South Park Let's Go Tower Defense Play!","Microsoft","Strategy",2009,7.8
"Space Invaders Extreme","Taito","Shooter",2009,8
"Space Invaders Extreme 2","Taito","Shooter",2009,8.1
"Spectrobes: Origins","Disney Interactive Studios","Role-Playing",2009,7.4
"Spore Hero","Electronic Arts","Simulation",2009,5.8
"Spore Hero Arena","Electronic Arts","Simulation",2009,4.9
"Spyborgs","Capcom","Action",2009,6.3
"Star Ocean: Second Evolution","Square Enix","Role-Playing",2009,8
"Star Ocean: The Last Hope","Square Enix","Role-Playing",2009,7.3
"Star Wars Battlefront: Elite Squadron","LucasArts","Shooter",2009,6
"Star Wars The Clone Wars: Republic Heroes","LucasArts","Action",2009,5.9
"Still Life 2","Encore","Adventure",2009,7.3
"Stoked: Big Air Edition","Destineer","Sports",2009,8.6
"Stormrise","Sega","Strategy",2009,4.4
"Street Fighter IV","Capcom","Fighting",2009,9.3
"Style Savvy","Nintendo","Simulation",2009,7.6
"Sudoku Ball Detective","Playlogic Game Factory","Puzzle",2009,5
"Suikoden Tierkreis","Konami","Role-Playing",2009,7.7
"Swords & Soldiers","Ronimo Games","Strategy",2009,8.3
"Tactics Ogre: Let Us Cling Together","Square Enix","Role-Playing",2009,9
"Tales of Monkey Island Chapter 1: Launch of the Screaming Narwhal","Telltale Games","Adventure",2009,7.7
"Tales of Monkey Island Chapter 2: The Siege of Spinner Cay","LucasArts","Adventure",2009,8
"Tales of Monkey Island Chapter 2: The Siege of Spinner Cay","Telltale Games","Adventure",2009,7.8
"Tales of Monkey Island Chapter 4: The Trial and Execution of Guybrush Threepwood","Telltale Games","Adventure",2009,7.8
"Tales of Monkey Island Chapter 5: Rise of the Pirate God","Telltale Games","Adventure",2009,8.6
"Tecmo Bowl (Arcade)","Tecmo","Sports",2009,6.5
"Teenage Mutant Ninja Turtles: Arcade Attack","Ubisoft","Action",2009,4.3
"Teenage Mutant Ninja Turtles: Smash-Up","Ubisoft","Fighting",2009,7.2
"Teenage Mutant Ninja Turtles: Turtles In Time Re-Shelled","Ubisoft","Action",2009,5.9
"Tekken 6","Namco Bandai","Fighting",2009,8.2
"Tenchu: Shadow Assassins","Ubisoft","Action",2009,7.5
"Terminator Salvation","Warner Bros. Interactive","Shooter",2009,5.2
"The Beatles: Rock Band","MTV Games","Misc",2009,9
"The Biggest Loser","THQ","Sports",2009,7.7
"The BIGS 2","2K Sports","Sports",2009,6.8
"The Chronicles of Riddick: Assault on Dark Athena","Atari","Shooter",2009,8.2
"The Conduit","Sega","Shooter",2009,7.4
"The Dishwasher: Dead Samurai","Microsoft","Action",2009,7.7
"The Elder Scrolls IV: Oblivion","Take-Two Interactive","Role-Playing",2009,9.2
"The Godfather II","Electronic Arts","Adventure",2009,6.4
"The House of the Dead: Overkill","Sega","Shooter",2009,7.9
"The King of Fighters '98 Ultimate Match","SNK Playmore","Fighting",2009,7.6
"The King of Fighters XII","Ignition Entertainment","Fighting",2009,6.4
"The Legend of Zelda: Spirit Tracks","Nintendo","Adventure",2009,8.7
"The Legendary Starfy","Nintendo","Platform",2009,7.1
"The Lord of the Rings: Conquest","Electronic Arts","Action",2009,5.9
"The Magic Obelisk","Game Arts","Adventure",2009,7.9
"The Maw","Twisted Pixel Games","Action",2009,8
"The Munchables","Namco Bandai","Action",2009,8
"The Punisher: No Mercy","Zen Studios","Shooter",2009,4.4
"The Saboteur","Electronic Arts","Action",2009,7.2
"The Secret of Monkey Island: Special Edition","LucasArts","Adventure",2009,8.7
"The Sims 3","Electronic Arts","Simulation",2009,8.5
"The Sims 3: World Adventures","Electronic Arts","Simulation",2009,8.2
"The Wizard of Oz: Beyond The Yellow Brick Road","Xseed Games","Role-Playing",2009,6.4
"Tiger Woods PGA Tour 10","EA Sports","Sports",2009,9
"Time Gentlemen, Please!","Zombie Cow Studios","Adventure",2009,8.8
"Tom Clancy's HAWX","Ubisoft","Action",2009,7.95
"Tony Hawk: RIDE","Activision","Sports",2009,4.5
"Torchlight","Perfect World Entertainment","Role-Playing",2009,8.4
"TrackMania DS","Atlus","Racing",2009,7.5
"Transformers: Revenge of the Fallen","Activision","Action",2009,6.5
"Trash Panic","Sony Computer Entertainment","Puzzle",2009,6.8
"Trials HD","Microsoft","Racing",2009,8.6
"Trials HD - Big Pack","Microsoft","Misc",2009,9
"Trine","Nobilis","Platform",2009,8.3
"Trivial Pursuit","Electronic Arts","Misc",2009,7.3
"Tropico 3","Kalypso","Strategy",2009,8.1
"UFC 2009 Undisputed","THQ","Fighting",2009,8.4
"Unbound Saga","Vogster Entertainment","Action",2009,5.5
"Uncharted 2: Among Thieves","Sony Computer Entertainment","Action",2009,9.55
"Undead Knights","Tecmo","Action",2009,6.6
"UNO","Gameloft","Misc",2009,7.5
"Up","THQ","Adventure",2009,6.5
"Valhalla Knights: Eldar Saga","Xseed Games","Role-Playing",2009,5.7
"Valkyrie Profile: Covenant of the Plume","Square Enix","Role-Playing",2009,7.5
"Velvet Assassin","SouthPeak Interactive","Shooter",2009,6.2
"Vin Diesel: Wheelman","Ubisoft","Racing",2009,6.9
"Virtua Tennis 2009","Sega","Sports",2009,7.3
"Wallace & Gromit's Grand Adventures Episode 3: Muzzled!","Telltale Games","Adventure",2009,8
"Wanted: Weapons of Fate","Warner Bros. Interactive","Shooter",2009,6.2
"Warhammer 40,000: Dawn of War II","THQ","Strategy",2009,8.7
"Water Warfare","Hudson Entertainment","Shooter",2009,7.55
"Way of the Samurai 3","Agetec","Action",2009,6.5
"Wet","Bethesda Softworks","Shooter",2009,6.9
"Wii Fit Plus","Nintendo","Sports",2009,8
"Wii Sports Resort","Nintendo","Sports",2009,8.4
"Wild ARMs XF","Sony Computer Entertainment","Role-Playing",2009,6.4
"WipEout HD Fury","Sony Computer Entertainment","Racing",2009,9.1
"Wolfenstein","Activision","Shooter",2009,7.65
"World in Conflict: Soviet Assault","Ubisoft","Strategy",2009,6.1
"WWE SmackDown vs. Raw 2010","THQ","Fighting",2009,8.2
"X-Blades","SouthPeak Interactive","Action",2009,6.4
"X-Men Origins: Wolverine","Activision","Action",2009,5.4
"X-Men Origins: Wolverine - Uncaged Edition","Activision","Action",2009,7.9
"Yosumin! Live","Square Enix","Puzzle",2009,6
"Your Shape featuring Jenny McCarthy","Ubisoft","Sports",2009,6
"Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009","Konami","Action",2009,7.5
"Yu-Gi-Oh! 5D's Tag Force 4","Konami","Strategy",2009,7
"Yu-Gi-Oh! 5D's Wheelie Breakers","Konami","Racing",2009,7.5
"ZEN Pinball","Zen Studios","Misc",2009,8.3
"Zombie Apocalypse","Konami","Shooter",2009,6.4
"Zombie Tycoon","Frima Studio","Strategy",2009,5.2
"Zubo","Electronic Arts","Misc",2009,7.5
"Zuma","Sony Online Entertainment","Puzzle",2009,8
"Zuma's Revenge!","PopCap Games","Puzzle",2009,8.3
"007: Quantum of Solace","Activision","Action",2008,7.1
"007: Quantum of Solace","Activision","Shooter",2008,7.8
"1701 A.D. Gold Edition","Aspyr","Simulation",2008,7.9
"1942: Joint Strike","Capcom","Shooter",2008,7
"A Kingdom for Keflings","NinjaBee","Simulation",2008,7.9
"A-Train HX","505 Games","Simulation",2008,2
"AC/DC LIVE: Rock Band Track Pack","MTV Games","Misc",2008,6.7
"Aces of the Galaxy","Sierra Entertainment","Shooter",2008,7.5
"Aces of the Galaxy","Sierra Online","Shooter",2008,7.8
"Advance Wars: Days of Ruin","Nintendo","Strategy",2008,8.4
"Age of Booty","Capcom","Strategy",2008,7.6
"Age of Conan: Hyborian Adventures","Eidos Interactive","Role-Playing",2008,7.9
"Age of Empires: Mythologies","THQ","Strategy",2008,8.2
"Air Traffic Chaos","Majesco","Simulation",2008,6.8
"Alone in the Dark","Atari","Adventure",2008,6.3
"Alone In The Dark","Atari","Adventure",2008,3.1
"Animal Boxing","Destineer","Fighting",2008,6.1
"Animal Crossing: City Folk","Nintendo","Simulation",2008,7.95
"Anno 1701: Dawn of Discovery","Ubisoft","Simulation",2008,8
"Ape Quest","Sony Computer Entertainment","Role-Playing",2008,7
"Apollo Justice: Ace Attorney","Capcom","Adventure",2008,8
"Arcana Heart","Atlus","Fighting",2008,8.1
"Armored Core: For Answer","Ubisoft","Simulation",2008,6.5
"Army of Two","Electronic Arts","Shooter",2008,7.15
"Art Style: ORBIENT","Nintendo","Puzzle",2008,7.8
"Assassin's Creed","Ubisoft","Adventure",2008,8.2
"Assassin's Creed: Altair's Chronicles","Ubisoft","Action",2008,5.7
"Assault Heroes 2","Sierra Online","Shooter",2008,7.8
"AudioSurf","Invisible Handlebar","Misc",2008,8.6
"Baja: Edge of Control","THQ","Racing",2008,6.6
"Bangai-O Spirits","D3 Publisher","Shooter",2008,8.4
"Banjo-Kazooie","Microsoft Game Studios","Platform",2008,7
"Banjo-Kazooie: Nuts & Bolts","Microsoft Game Studios","Platform",2008,8
"Baroque","Atlus","Role-Playing",2008,5.2
"Battle Fantasia","Aksys Games","Fighting",2008,7.5
"Battlefield: Bad Company","Electronic Arts","Shooter",2008,8.6
"Ben 10: Alien Force","D3 Publisher","Action",2008,5.2
"Big Beach Sports","THQ","Sports",2008,4.9
"Biology Battle","Novaleaf Game Studios","Shooter",2008,6.5
"Bionic Commando Rearmed","Capcom","Platform",2008,9.1
